OBJECTID,KEYWORD,RuleID,Override,Shape__Area,Shape__Length
1030, ,Rule_1,,4.50520411109551e-08,0.0010020306883783
1031, ,Rule_1,,4.49812751601123e-08,0.00119190556193229
1032, ,Rule_1,,4.4927194618799e-08,0.00102785650847824
1033, ,Rule_1,,4.49017498423327e-08,0.000999876044633037
1034, ,Rule_1,,4.48988770152384e-08,0.000855811149523574
1035, ,Rule_1,,4.48388272095584e-08,0.000910734541917349
1036, ,Rule_1,,4.48171368682249e-08,0.00108947186322582
1037, ,Rule_1,,4.47828952565472e-08,0.00112797105296402
1038, ,Rule_1,,4.47112704177417e-08,0.000964760123043739
1039, ,Rule_1,,4.46575686174195e-08,0.00100891573731889
1040, ,Rule_1,,4.46513951383746e-08,0.00115934923599446
1041, ,Rule_1,,4.45493365273964e-08,0.000969922041748063
1042, ,Rule_1,,4.45329364806372e-08,0.000907394106798928
1043, ,Rule_1,,4.4490797570129e-08,0.000989884030128735
1044, ,Rule_1,,4.44786452934454e-08,0.000895270387392207
1045, ,Rule_1,,4.4460856039508e-08,0.00151293615901641
1046, ,Rule_1,,4.43469714987557e-08,0.00103505010538789
1047, ,Rule_1,,4.43578391051831e-08,0.00100684388097565
1049, ,Rule_1,,4.42337094682709e-08,0.00121668640115755
1050, ,Rule_1,,4.42281597448368e-08,0.00108495781301494
1051, ,Rule_1,,4.41786078465951e-08,0.000877565352868287
1052, ,Rule_1,,4.41847004431411e-08,0.00104330882618254
1053, ,Rule_1,,4.41165358768486e-08,0.00135858342735816
1054, ,Rule_1,,4.40904353525518e-08,0.00100272007138055
1055, ,Rule_1,,4.41193280223332e-08,0.00090710445812992
1056, ,Rule_1,,4.40770603223985e-08,0.000962128085214482
1057, ,Rule_1,,4.40456491605248e-08,0.000964775299905218
1058, ,Rule_1,,4.40276092850267e-08,0.000941924431904602
1059, ,Rule_1,,4.39605443978734e-08,0.000978230017703614
1060, ,Rule_1,,4.39322402124603e-08,0.000956905274010491
1061, ,Rule_1,,4.39682669646926e-08,0.00101048585684133
1062, ,Rule_1,,4.39079979532676e-08,0.000909048876658444
1063, ,Rule_1,,4.38574744146183e-08,0.00090534096331656
1064, ,Rule_1,,4.38381239546299e-08,0.000893382471436695
1065, ,Rule_1,,4.38551480835713e-08,0.00100061342812219
1066, ,Rule_1,,4.38199944228342e-08,0.0012433402759429
1067, ,Rule_1,,4.38164748921944e-08,0.000890113323315495
1068, ,Rule_1,,4.38036613407988e-08,0.0011804905608871
1070, ,Rule_1,,4.37987498599852e-08,0.00106122543819715
1071, ,Rule_1,,4.37403161937856e-08,0.000985673948895796
1072, ,Rule_1,,4.37142257956614e-08,0.00103683285817768
1073, ,Rule_1,,4.37240619944758e-08,0.00126338360036061
1074, ,Rule_1,,4.36431680113803e-08,0.0012649545472714
1075, ,Rule_1,,4.3590328029751e-08,0.000862522732913533
1076, ,Rule_1,,4.36170332222334e-08,0.00127185600201022
1077, ,Rule_1,,4.35648056325434e-08,0.00106798665877935
1078, ,Rule_1,,4.35646851084876e-08,0.00102943134844751
1079, ,Rule_1,,4.35391123693418e-08,0.000999619296061372
1080, ,Rule_1,,4.35277779280089e-08,0.000853117585866317
1081, ,Rule_1,,4.34927138905193e-08,0.00122139015710869
1082, ,Rule_1,,4.34674714718245e-08,0.00096688006931904
1083, ,Rule_1,,4.33821976083632e-08,0.000936212445039912
1084, ,Rule_1,,4.33979800109387e-08,0.000925512095176395
1085, ,Rule_1,,4.33463195988564e-08,0.000864835321517252
1086, ,Rule_1,,4.33312713436466e-08,0.000851801395946778
1087, ,Rule_1,,4.32586007601457e-08,0.00109826951691686
1088, ,Rule_1,,4.32589062137216e-08,0.00106605166405082
1089, ,Rule_1,,4.32568308576052e-08,0.000917249258669499
1090, ,Rule_1,,4.31748438682476e-08,0.000904221423707113
1091, ,Rule_1,,4.31470140389596e-08,0.000929879668977821
1092, ,Rule_1,,4.31020261139172e-08,0.000866398288440995
1093, ,Rule_1,,4.31212524456439e-08,0.000906791117361548
1094, ,Rule_1,,4.30853084861362e-08,0.00104005822961991
1095, ,Rule_1,,4.30253080956795e-08,0.000977521295865848
1096, ,Rule_1,,4.29891914698997e-08,0.00105892135507555
1097, ,Rule_1,,4.29200457810491e-08,0.000851431216344448
1098, ,Rule_1,,4.29091489381406e-08,0.00089992381469738
1099, ,Rule_1,,4.28877543927677e-08,0.00111685710573835
1100, ,Rule_1,,4.28001027778084e-08,0.000906583093179696
1101, ,Rule_1,,4.28238795614714e-08,0.000965490352799525
1102, ,Rule_1,,4.27986177284883e-08,0.00122822768866442
1103, ,Rule_1,,4.27409458126189e-08,0.000978028578123197
1104, ,Rule_1,,4.26982708808277e-08,0.00112250008372812
1105, ,Rule_1,,4.26109577887812e-08,0.000914402033742165
1106, ,Rule_1,,4.26255098820107e-08,0.00146589647127717
1107, ,Rule_1,,4.25649181502016e-08,0.00085387299645319
1108, ,Rule_1,,4.25286544047707e-08,0.00126323128889775
1109, ,Rule_1,,4.25213296560606e-08,0.00104396999142014
1110, ,Rule_1,,4.24554015381191e-08,0.000874131271621665
1111, ,Rule_1,,4.24046717703973e-08,0.00104048678958988
1112, ,Rule_1,,4.24459903573274e-08,0.000957928663502593
1113, ,Rule_1,,4.24050593196554e-08,0.000920494079888297
1114, ,Rule_1,,4.22817170857891e-08,0.0010085916379236
1115, ,Rule_1,,4.23162496876175e-08,0.000858066916319991
1116, ,Rule_1,,4.22540611846884e-08,0.000871082353408013
1117, ,Rule_1,,4.22730806824359e-08,0.001103851256158
1118, ,Rule_1,,4.22303109666778e-08,0.000956974600609447
1119, ,Rule_1,,4.22554795115456e-08,0.001344090740385
1120, ,Rule_1,,4.2232799515307e-08,0.00100705444887156
1121, ,Rule_1,,4.21798816128282e-08,0.000965394466123554
1122, ,Rule_1,,4.20419446406345e-08,0.00107032024844953
1123, ,Rule_1,,4.20197757176941e-08,0.000932580729978745
1124, ,Rule_1,,4.19482669590962e-08,0.000833775066506985
1125, ,Rule_1,,4.19567398157437e-08,0.000883891826824861
1126, ,Rule_1,,4.19335610640908e-08,0.00092929526273733
1127, ,Rule_1,,4.18933835392481e-08,0.000955365421255518
1128, ,Rule_1,,4.18816766779161e-08,0.00100332745711404
1129, ,Rule_1,,4.18586038320025e-08,0.000888063799513539
1130, ,Rule_1,,4.18165021895126e-08,0.00120079009697384
1131, ,Rule_1,,4.18519057442915e-08,0.000927002344191666
1132, ,Rule_1,,4.1779672668083e-08,0.00106857198109224
1133, ,Rule_1,,4.1774963109554e-08,0.000940558617981571
1134, ,Rule_1,,4.17055052914123e-08,0.000905106925526955
1135, ,Rule_1,,4.17046099302332e-08,0.000873896390295263
1136, ,Rule_1,,4.16780957028679e-08,0.000896261598259632
1137, ,Rule_1,,4.16457999342809e-08,0.000870026529135439
1138, ,Rule_1,,4.17186191732485e-08,0.00105195634807527
1139, ,Rule_1,,4.16552120948416e-08,0.000842734642373169
1140, ,Rule_1,,4.16637086211993e-08,0.000971719088689134
1141, ,Rule_1,,4.16092360681636e-08,0.00102249169501742
1142, ,Rule_1,,4.16424044238662e-08,0.00100321311925195
1143, ,Rule_1,,4.15554906200635e-08,0.000980880254906341
1144, ,Rule_1,,4.15079929073966e-08,0.000870413166709804
1145, ,Rule_1,,4.154503374658e-08,0.000943699287901951
1146, ,Rule_1,,4.14704356614627e-08,0.00127303231551434
1147, ,Rule_1,,4.13709932611825e-08,0.00101971167902716
1148, ,Rule_1,,4.13768836387332e-08,0.00118831884599509
1149, ,Rule_1,,4.131650155778e-08,0.000971349232217523
1151, ,Rule_1,,4.12857795420536e-08,0.00104347123258051
1152, ,Rule_1,,4.12502513761004e-08,0.000952357579568432
1153, ,Rule_1,,4.11999964840706e-08,0.000985682461496476
1154, ,Rule_1,,4.11958540685363e-08,0.00118251209618668
1155, ,Rule_1,,4.10675818054443e-08,0.000933224951975181
1156, ,Rule_1,,4.10489035456156e-08,0.00103722434178587
1157, ,Rule_1,,4.10478194655761e-08,0.000929448846848228
1158, ,Rule_1,,4.09493872783242e-08,0.00108251852009462
1159, ,Rule_1,,4.09435022710043e-08,0.000862409110343883
1160, ,Rule_1,,4.08700457352162e-08,0.000952603686833561
1161, ,Rule_1,,4.08910846793973e-08,0.00104505765351319
1162, ,Rule_1,,4.07846338891908e-08,0.0010991170725893
1163, ,Rule_1,,6.63050873762052e-08,0.00137794235664233
1164, ,Rule_1,,4.07696723998e-08,0.000958726503305872
1165, ,Rule_1,,4.07864888872157e-08,0.00103477680456396
1166, ,Rule_1,,4.07379823414508e-08,0.000964754193161526
1167, ,Rule_1,,4.06618249606412e-08,0.00102140702176413
1168, ,Rule_1,,4.06090457340956e-08,0.00096257837670871
1169, ,Rule_1,,4.05694500880465e-08,0.000928390429692964
1170, ,Rule_1,,4.06022642340275e-08,0.00117278020144491
1171, ,Rule_1,,4.05990010497259e-08,0.000831491381786069
1172, ,Rule_1,,4.05746206702096e-08,0.00102781080767547
1173, ,Rule_1,,4.05774475994456e-08,0.000970422345051384
1174, ,Rule_1,,4.04218433472757e-08,0.00101351698299631
1175, ,Rule_1,,4.04135421323379e-08,0.000954499742180839
1176, ,Rule_1,,4.03322219203046e-08,0.000968822188903774
1177, ,Rule_1,,4.03481185472163e-08,0.00108971111912795
1178, ,Rule_1,,4.02532789571355e-08,0.000993153871241525
1179, ,Rule_1,,4.02598203179259e-08,0.000995814614873967
1180, ,Rule_1,,4.0278568686723e-08,0.000928897299698081
1181, ,Rule_1,,4.02193076111162e-08,0.00124717963587361
1182, ,Rule_1,,4.01714221815053e-08,0.000823312784761156
1183, ,Rule_1,,4.00818202577775e-08,0.00108987259098551
1184, ,Rule_1,,4.00167466845191e-08,0.000951824008487473
1185, ,Rule_1,,4.00294403105713e-08,0.000838645604343026
1186, ,Rule_1,,4.00087144002704e-08,0.000857563179105358
1187, ,Rule_1,,4.00437675923308e-08,0.000978036192922087
1188, ,Rule_1,,3.99919526204012e-08,0.000838321271248257
1189, ,Rule_1,,3.99680227066451e-08,0.000885208216398429
1190, ,Rule_1,,3.99491342331988e-08,0.00101675198706323
1191, ,Rule_1,,3.98658550588531e-08,0.000927433229458923
1192, ,Rule_1,,3.97895612842545e-08,0.000870778974148322
1193, ,Rule_1,,3.97523134577248e-08,0.0010681750646424
1194, ,Rule_1,,3.96800408724242e-08,0.0011398959736361
1195, ,Rule_1,,3.96414123693615e-08,0.000899261941058266
1196, ,Rule_1,,3.96132542824865e-08,0.000910181549056716
1197, ,Rule_1,,3.95946844750579e-08,0.000833026999366804
1198, ,Rule_1,,3.9601645065146e-08,0.000884092837811773
1199, ,Rule_1,,3.95690652963743e-08,0.00104907736015852
1200, ,Rule_1,,3.95868895228508e-08,0.00083832937421256
1201, ,Rule_1,,3.95470539799265e-08,0.00081715698335028
1202, ,Rule_1,,3.95383147883886e-08,0.000840156715289056
1203, ,Rule_1,,3.95178988938504e-08,0.000833827496009702
1204, ,Rule_1,,3.94897630329318e-08,0.00106661729697814
1205, ,Rule_1,,3.94752248366553e-08,0.000904623969602357
1207, ,Rule_1,,3.94327802998764e-08,0.00101598487866181
1208, ,Rule_1,,3.94187098993801e-08,0.00111828247082653
1209, ,Rule_1,,3.93948436159397e-08,0.000932966664820231
1210, ,Rule_1,,3.93793597792001e-08,0.00140228421209676
1211, ,Rule_1,,3.93697750889437e-08,0.00108748374639835
1212, ,Rule_1,,3.93717140541005e-08,0.000947425721610791
1213, ,Rule_1,,3.9318705906154e-08,0.000983576728389236
1214, ,Rule_1,,3.92567849248559e-08,0.000945339019052397
1215, ,Rule_1,,3.92061043712535e-08,0.00104642484429874
1216, ,Rule_1,,3.92008947358655e-08,0.00113006058785513
1217, ,Rule_1,,3.92002003999448e-08,0.00100762718670885
1218, ,Rule_1,,3.91965210915949e-08,0.00083701791824737
1219, ,Rule_1,,3.91546938101711e-08,0.000909053860905725
1220, ,Rule_1,,3.91609462119813e-08,0.000967736438578164
1221, ,Rule_1,,3.91163155091172e-08,0.000830292278408057
1222, ,Rule_1,,3.91350711991361e-08,0.000969600262971458
1223, ,Rule_1,,6.76571782141705e-08,0.0010619757579341
1224, ,Rule_1,,3.89159600625485e-08,0.000868298508370044
1225, ,Rule_1,,3.89687663799905e-08,0.000831124670075877
1226, ,Rule_1,,3.89090055661952e-08,0.000957144661114828
1227, ,Rule_1,,3.8921419148154e-08,0.000875335583535308
1228, ,Rule_1,,3.88690436420788e-08,0.000941118039532824
1229, ,Rule_1,,3.87768172023762e-08,0.000808730867521727
1230, ,Rule_1,,3.88012381906489e-08,0.00104355894159358
1231, ,Rule_1,,3.88100261028001e-08,0.000900843890743947
1232, ,Rule_1,,3.87578754306571e-08,0.000818218887529584
1233, ,Rule_1,,3.87526528979172e-08,0.00104398233855031
1234, ,Rule_1,,3.87058530211913e-08,0.000810000798687443
1235, ,Rule_1,,3.86955574207797e-08,0.00108275763853722
1236, ,Rule_1,,3.86530415552255e-08,0.000928700817188354
1237, ,Rule_1,,3.86386030103415e-08,0.00130831301015442
1239, ,Rule_1,,3.84979127551961e-08,0.000918649428879067
1240, ,Rule_1,,3.84887441957217e-08,0.000952022870173979
1241, ,Rule_1,,3.84575170103261e-08,0.00081193834415051
1242, ,Rule_1,,3.84897535398668e-08,0.000847580086397218
1243, ,Rule_1,,3.84814250553284e-08,0.0011444717256703
1244, ,Rule_1,,3.84073288808683e-08,0.000779321868558748
1245, ,Rule_1,,3.84009483137419e-08,0.000860842655322642
1246, ,Rule_1,,3.83949274303697e-08,0.000931497782144902
1247, ,Rule_1,,3.83683846385634e-08,0.00088989103665063
1248, ,Rule_1,,3.83329117785548e-08,0.00102909221234886
1249, ,Rule_1,,3.83587686732965e-08,0.00103924848237166
1250, ,Rule_1,,3.83548668076691e-08,0.000951704920110109
1251, ,Rule_1,,3.83117073354353e-08,0.00081001407780316
1252, ,Rule_1,,3.83199735991614e-08,0.000935533505129657
1253, ,Rule_1,,3.83393215106142e-08,0.000827788561380445
1254, ,Rule_1,,3.83273928765984e-08,0.000954150900743279
1255, ,Rule_1,,3.82676676142139e-08,0.000950463866145139
1256, ,Rule_1,,3.82016997505338e-08,0.000859099762484735
1257, ,Rule_1,,3.82055701907389e-08,0.000806224033005012
1258, ,Rule_1,,3.82194545296784e-08,0.000887670836177703
1259, ,Rule_1,,3.81913552528778e-08,0.000990794387171316
1261, ,Rule_1,,3.81009914841546e-08,0.000952904649611471
1262, ,Rule_1,,3.81218537875237e-08,0.000865375274138384
1263, ,Rule_1,,3.81218289519282e-08,0.00100493985046778
1264, ,Rule_1,,3.81043257633918e-08,0.00097938902862025
1265, ,Rule_1,,3.807934607265e-08,0.00123979701646993
1266, ,Rule_1,,3.8060028479336e-08,0.000931899675765856
1267, ,Rule_1,,3.8051462229994e-08,0.00101454383361836
1268, ,Rule_1,,3.80455101672592e-08,0.00100581208474106
1269, ,Rule_1,,3.80125390721893e-08,0.00103658344521833
1270, ,Rule_1,,3.79748106626657e-08,0.00119293112914649
1271, ,Rule_1,,3.79717045110913e-08,0.000988029973395592
1272, ,Rule_1,,3.79365719864131e-08,0.000825167403594031
1273, ,Rule_1,,3.79443700418787e-08,0.00113870094334353
1274, ,Rule_1,,3.79153805464783e-08,0.000971546498051761
1275, ,Rule_1,,3.79100796609115e-08,0.000922458602980199
1276, ,Rule_1,,3.78773502266211e-08,0.00119194382457923
1277, ,Rule_1,,3.78191296330973e-08,0.000959962742441218
1278, ,Rule_1,,3.77555342239159e-08,0.000988075879206799
1279, ,Rule_1,,3.7798288244232e-08,0.000892035726943066
1280, ,Rule_1,,3.77601548699119e-08,0.000985042972675387
1281, ,Rule_1,,3.77711084834678e-08,0.000942382318389623
